drug_id,condition_id,treatment_notes,treatment_notes_vi,is_primary
1915,62076,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,61463,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,61462,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,73760,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,24771,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1915,23234,'GSK-1004723 GSK-1004723 tablets GSK-1004723 oral Treatment of bacterial infections Treatment of pain and inflammation Treatment of diabetes mellitus type 2 Do not take with calcium supplements Take GS',NULL,FALSE
1341,62928,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,62927,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,62926,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,62076,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,3852,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,24778,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,62075,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,62074,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,62436,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,61464,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,59346,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,73760,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,23237,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1341,73819,'N-Methyl-N-(Methylbenzyl)Formamide N-Methyl-N-(Methylbenzyl)Formamide tablets N-Methyl-N-(Methylbenzyl)Formamide oral Treatment of heart failure May deplete zinc levels Take N-Methyl-N-(Methylbenzyl)F',NULL,FALSE
1411,13508,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,23237,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,23236,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,61464,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,61374,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,24771,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,62076,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,61463,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,61462,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,73760,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,66203,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
1411,61655,'GW 468816 GW 468816 tablets GW 468816 oral Treatment of chronic pain Treatment of rheumatoid arthritis Treatment of pain and inflammation Do not take with calcium supplements Limit vitamin C intake Av',NULL,FALSE
2076,61248,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2076,61247,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2076,61246,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2076,62076,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2076,3852,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2076,62074,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2076,61374,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2076,23237,'S-777469 S-777469 tablets S-777469 oral Treatment of diabetes mellitus type 2 Treatment of hypertension Treatment of chronic pain Avoid iron-rich foods Take S-777469 as directed by physician',NULL,FALSE
2074,23237,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,23236,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,10699,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,62076,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,61248,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,62075,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,62074,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,71258,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,23234,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,62928,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
2074,61373,'Preimplantation factor Preimplantation factor tablets Preimplantation factor oral Treatment of allergic rhinitis Treatment of depression and anxiety Do not consume with magnesium Take Preimplantation ',NULL,FALSE
1979,23237,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,23236,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,61464,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,61463,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,61462,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,23234,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,71258,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,71257,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,71256,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,62076,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,3852,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,73760,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,61374,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1979,66204,'Dofequidar Dofequidar tablets Dofequidar oral Treatment of diabetes mellitus type 2 May interact with calcium carbonate Do not consume with magnesium May interact with calcium carbonate Take Dofequida',NULL,FALSE
1735,61464,'Ambrosia tenuifolia pollen Ambrosia tenuifolia pollen tablets Ambrosia tenuifolia pollen oral Treatment of allergic rhinitis May interact with vitamin K Avoid high-fat meals May deplete zinc levels Ma',NULL,FALSE
1735,61374,'Ambrosia tenuifolia pollen Ambrosia tenuifolia pollen tablets Ambrosia tenuifolia pollen oral Treatment of allergic rhinitis May interact with vitamin K Avoid high-fat meals May deplete zinc levels Ma',NULL,FALSE
1735,61463,'Ambrosia tenuifolia pollen Ambrosia tenuifolia pollen tablets Ambrosia tenuifolia pollen oral Treatment of allergic rhinitis May interact with vitamin K Avoid high-fat meals May deplete zinc levels Ma',NULL,FALSE
1735,61462,'Ambrosia tenuifolia pollen Ambrosia tenuifolia pollen tablets Ambrosia tenuifolia pollen oral Treatment of allergic rhinitis May interact with vitamin K Avoid high-fat meals May deplete zinc levels Ma',NULL,FALSE
1735,61373,'Ambrosia tenuifolia pollen Ambrosia tenuifolia pollen tablets Ambrosia tenuifolia pollen oral Treatment of allergic rhinitis May interact with vitamin K Avoid high-fat meals May deplete zinc levels Ma',NULL,FALSE
1735,61372,'Ambrosia tenuifolia pollen Ambrosia tenuifolia pollen tablets Ambrosia tenuifolia pollen oral Treatment of allergic rhinitis May interact with vitamin K Avoid high-fat meals May deplete zinc levels Ma',NULL,FALSE
