Nutrient,Unit,Gender,Age Group,Goal,Activity Factor,Recommended Amount (per day)
Methionine,mg,Nữ,31–50,Tăng cân,1.9,2090.0
Methionine,mg,Nữ,51+,Giảm cân,1.2,1080.0
Methionine,mg,Nữ,51+,Giảm cân,1.375,1237.5
Methionine,mg,Nữ,51+,Giảm cân,1.55,1395.0
Methionine,mg,Nữ,51+,Giảm cân,1.725,1552.5
Methionine,mg,Nữ,51+,Giảm cân,1.9,1710.0
Methionine,mg,Nữ,51+,Giữ cân,1.2,1200.0
Methionine,mg,Nữ,51+,Giữ cân,1.375,1375.0
Methionine,mg,Nữ,51+,Giữ cân,1.55,1550.0
Methionine,mg,Nữ,51+,Giữ cân,1.725,1725.0
Methionine,mg,Nữ,51+,Giữ cân,1.9,1900.0
Methionine,mg,Nữ,51+,Tăng cân,1.2,1320.0
Methionine,mg,Nữ,51+,Tăng cân,1.375,1512.5
Methionine,mg,Nữ,51+,Tăng cân,1.55,1705.0
Methionine,mg,Nữ,51+,Tăng cân,1.725,1897.5
Methionine,mg,Nữ,51+,Tăng cân,1.9,2090.0
Phenylalanine,mg,Nam,19–30,Giảm cân,1.2,1620.0
Phenylalanine,mg,Nam,19–30,Giảm cân,1.375,1856.25
Phenylalanine,mg,Nam,19–30,Giảm cân,1.55,2092.5
Phenylalanine,mg,Nam,19–30,Giảm cân,1.725,2328.75
Phenylalanine,mg,Nam,19–30,Giảm cân,1.9,2565.0
Phenylalanine,mg,Nam,19–30,Giữ cân,1.2,1800.0
Phenylalanine,mg,Nam,19–30,Giữ cân,1.375,2062.5
Phenylalanine,mg,Nam,19–30,Giữ cân,1.55,2325.0
Phenylalanine,mg,Nam,19–30,Giữ cân,1.725,2587.5
Phenylalanine,mg,Nam,19–30,Giữ cân,1.9,2850.0
Phenylalanine,mg,Nam,19–30,Tăng cân,1.2,1980.0
Phenylalanine,mg,Nam,19–30,Tăng cân,1.375,2268.75
Phenylalanine,mg,Nam,19–30,Tăng cân,1.55,2557.5
Phenylalanine,mg,Nam,19–30,Tăng cân,1.725,2846.25
Phenylalanine,mg,Nam,19–30,Tăng cân,1.9,3135.0
Phenylalanine,mg,Nam,31–50,Giảm cân,1.2,1620.0
Phenylalanine,mg,Nam,31–50,Giảm cân,1.375,1856.25
Phenylalanine,mg,Nam,31–50,Giảm cân,1.55,2092.5
Phenylalanine,mg,Nam,31–50,Giảm cân,1.725,2328.75
Phenylalanine,mg,Nam,31–50,Giảm cân,1.9,2565.0
Phenylalanine,mg,Nam,31–50,Giữ cân,1.2,1800.0
Phenylalanine,mg,Nam,31–50,Giữ cân,1.375,2062.5
Phenylalanine,mg,Nam,31–50,Giữ cân,1.55,2325.0
Phenylalanine,mg,Nam,31–50,Giữ cân,1.725,2587.5
Phenylalanine,mg,Nam,31–50,Giữ cân,1.9,2850.0
Phenylalanine,mg,Nam,31–50,Tăng cân,1.2,1980.0
Phenylalanine,mg,Nam,31–50,Tăng cân,1.375,2268.75
Phenylalanine,mg,Nam,31–50,Tăng cân,1.55,2557.5
Phenylalanine,mg,Nam,31–50,Tăng cân,1.725,2846.25
Phenylalanine,mg,Nam,31–50,Tăng cân,1.9,3135.0
Phenylalanine,mg,Nam,51+,Giảm cân,1.2,1620.0
Phenylalanine,mg,Nam,51+,Giảm cân,1.375,1856.25
Phenylalanine,mg,Nam,51+,Giảm cân,1.55,2092.5
Phenylalanine,mg,Nam,51+,Giảm cân,1.725,2328.75
Phenylalanine,mg,Nam,51+,Giảm cân,1.9,2565.0
Phenylalanine,mg,Nam,51+,Giữ cân,1.2,1800.0
Phenylalanine,mg,Nam,51+,Giữ cân,1.375,2062.5
Phenylalanine,mg,Nam,51+,Giữ cân,1.55,2325.0
Phenylalanine,mg,Nam,51+,Giữ cân,1.725,2587.5
Phenylalanine,mg,Nam,51+,Giữ cân,1.9,2850.0
Phenylalanine,mg,Nam,51+,Tăng cân,1.2,1980.0
Phenylalanine,mg,Nam,51+,Tăng cân,1.375,2268.75
Phenylalanine,mg,Nam,51+,Tăng cân,1.55,2557.5
Phenylalanine,mg,Nam,51+,Tăng cân,1.725,2846.25
Phenylalanine,mg,Nam,51+,Tăng cân,1.9,3135.0
Phenylalanine,mg,Nữ,19–30,Giảm cân,1.2,1620.0
Phenylalanine,mg,Nữ,19–30,Giảm cân,1.375,1856.25
Phenylalanine,mg,Nữ,19–30,Giảm cân,1.55,2092.5
Phenylalanine,mg,Nữ,19–30,Giảm cân,1.725,2328.75
Phenylalanine,mg,Nữ,19–30,Giảm cân,1.9,2565.0
Phenylalanine,mg,Nữ,19–30,Giữ cân,1.2,1800.0
Phenylalanine,mg,Nữ,19–30,Giữ cân,1.375,2062.5
Phenylalanine,mg,Nữ,19–30,Giữ cân,1.55,2325.0
Phenylalanine,mg,Nữ,19–30,Giữ cân,1.725,2587.5
Phenylalanine,mg,Nữ,19–30,Giữ cân,1.9,2850.0
Phenylalanine,mg,Nữ,19–30,Tăng cân,1.2,1980.0
Phenylalanine,mg,Nữ,19–30,Tăng cân,1.375,2268.75
Phenylalanine,mg,Nữ,19–30,Tăng cân,1.55,2557.5
Phenylalanine,mg,Nữ,19–30,Tăng cân,1.725,2846.25
Phenylalanine,mg,Nữ,19–30,Tăng cân,1.9,3135.0
Phenylalanine,mg,Nữ,31–50,Giảm cân,1.2,1620.0
Phenylalanine,mg,Nữ,31–50,Giảm cân,1.375,1856.25
Phenylalanine,mg,Nữ,31–50,Giảm cân,1.55,2092.5
Phenylalanine,mg,Nữ,31–50,Giảm cân,1.725,2328.75
Phenylalanine,mg,Nữ,31–50,Giảm cân,1.9,2565.0
Phenylalanine,mg,Nữ,31–50,Giữ cân,1.2,1800.0
Phenylalanine,mg,Nữ,31–50,Giữ cân,1.375,2062.5
Phenylalanine,mg,Nữ,31–50,Giữ cân,1.55,2325.0
Phenylalanine,mg,Nữ,31–50,Giữ cân,1.725,2587.5
Phenylalanine,mg,Nữ,31–50,Giữ cân,1.9,2850.0
Phenylalanine,mg,Nữ,31–50,Tăng cân,1.2,1980.0
Phenylalanine,mg,Nữ,31–50,Tăng cân,1.375,2268.75
Phenylalanine,mg,Nữ,31–50,Tăng cân,1.55,2557.5
Phenylalanine,mg,Nữ,31–50,Tăng cân,1.725,2846.25
Phenylalanine,mg,Nữ,31–50,Tăng cân,1.9,3135.0
Phenylalanine,mg,Nữ,51+,Giảm cân,1.2,1620.0
Phenylalanine,mg,Nữ,51+,Giảm cân,1.375,1856.25
Phenylalanine,mg,Nữ,51+,Giảm cân,1.55,2092.5
Phenylalanine,mg,Nữ,51+,Giảm cân,1.725,2328.75
Phenylalanine,mg,Nữ,51+,Giảm cân,1.9,2565.0
Phenylalanine,mg,Nữ,51+,Giữ cân,1.2,1800.0
Phenylalanine,mg,Nữ,51+,Giữ cân,1.375,2062.5
Phenylalanine,mg,Nữ,51+,Giữ cân,1.55,2325.0
Phenylalanine,mg,Nữ,51+,Giữ cân,1.725,2587.5
Phenylalanine,mg,Nữ,51+,Giữ cân,1.9,2850.0
Phenylalanine,mg,Nữ,51+,Tăng cân,1.2,1980.0
Phenylalanine,mg,Nữ,51+,Tăng cân,1.375,2268.75
Phenylalanine,mg,Nữ,51+,Tăng cân,1.55,2557.5
Phenylalanine,mg,Nữ,51+,Tăng cân,1.725,2846.25
Phenylalanine,mg,Nữ,51+,Tăng cân,1.9,3135.0
Threonine,mg,Nam,19–30,Giảm cân,1.2,1080.0
Threonine,mg,Nam,19–30,Giảm cân,1.375,1237.5
Threonine,mg,Nam,19–30,Giảm cân,1.55,1395.0
Threonine,mg,Nam,19–30,Giảm cân,1.725,1552.5
Threonine,mg,Nam,19–30,Giảm cân,1.9,1710.0
Threonine,mg,Nam,19–30,Giữ cân,1.2,1200.0
Threonine,mg,Nam,19–30,Giữ cân,1.375,1375.0
Threonine,mg,Nam,19–30,Giữ cân,1.55,1550.0
Threonine,mg,Nam,19–30,Giữ cân,1.725,1725.0
Threonine,mg,Nam,19–30,Giữ cân,1.9,1900.0
Threonine,mg,Nam,19–30,Tăng cân,1.2,1320.0
Threonine,mg,Nam,19–30,Tăng cân,1.375,1512.5
Threonine,mg,Nam,19–30,Tăng cân,1.55,1705.0
Threonine,mg,Nam,19–30,Tăng cân,1.725,1897.5
Threonine,mg,Nam,19–30,Tăng cân,1.9,2090.0
Threonine,mg,Nam,31–50,Giảm cân,1.2,1080.0
Threonine,mg,Nam,31–50,Giảm cân,1.375,1237.5
Threonine,mg,Nam,31–50,Giảm cân,1.55,1395.0
Threonine,mg,Nam,31–50,Giảm cân,1.725,1552.5
Threonine,mg,Nam,31–50,Giảm cân,1.9,1710.0
Threonine,mg,Nam,31–50,Giữ cân,1.2,1200.0
Threonine,mg,Nam,31–50,Giữ cân,1.375,1375.0
Threonine,mg,Nam,31–50,Giữ cân,1.55,1550.0
Threonine,mg,Nam,31–50,Giữ cân,1.725,1725.0
Threonine,mg,Nam,31–50,Giữ cân,1.9,1900.0
Threonine,mg,Nam,31–50,Tăng cân,1.2,1320.0
Threonine,mg,Nam,31–50,Tăng cân,1.375,1512.5
Threonine,mg,Nam,31–50,Tăng cân,1.55,1705.0
Threonine,mg,Nam,31–50,Tăng cân,1.725,1897.5
Threonine,mg,Nam,31–50,Tăng cân,1.9,2090.0
Threonine,mg,Nam,51+,Giảm cân,1.2,1080.0
Threonine,mg,Nam,51+,Giảm cân,1.375,1237.5
Threonine,mg,Nam,51+,Giảm cân,1.55,1395.0
Threonine,mg,Nam,51+,Giảm cân,1.725,1552.5
Threonine,mg,Nam,51+,Giảm cân,1.9,1710.0
Threonine,mg,Nam,51+,Giữ cân,1.2,1200.0
Threonine,mg,Nam,51+,Giữ cân,1.375,1375.0
Threonine,mg,Nam,51+,Giữ cân,1.55,1550.0
Threonine,mg,Nam,51+,Giữ cân,1.725,1725.0
Threonine,mg,Nam,51+,Giữ cân,1.9,1900.0
Threonine,mg,Nam,51+,Tăng cân,1.2,1320.0
Threonine,mg,Nam,51+,Tăng cân,1.375,1512.5
Threonine,mg,Nam,51+,Tăng cân,1.55,1705.0
Threonine,mg,Nam,51+,Tăng cân,1.725,1897.5
Threonine,mg,Nam,51+,Tăng cân,1.9,2090.0
Threonine,mg,Nữ,19–30,Giảm cân,1.2,1080.0
Threonine,mg,Nữ,19–30,Giảm cân,1.375,1237.5
Threonine,mg,Nữ,19–30,Giảm cân,1.55,1395.0
Threonine,mg,Nữ,19–30,Giảm cân,1.725,1552.5
Threonine,mg,Nữ,19–30,Giảm cân,1.9,1710.0
Threonine,mg,Nữ,19–30,Giữ cân,1.2,1200.0
Threonine,mg,Nữ,19–30,Giữ cân,1.375,1375.0
Threonine,mg,Nữ,19–30,Giữ cân,1.55,1550.0
Threonine,mg,Nữ,19–30,Giữ cân,1.725,1725.0
Threonine,mg,Nữ,19–30,Giữ cân,1.9,1900.0
Threonine,mg,Nữ,19–30,Tăng cân,1.2,1320.0
Threonine,mg,Nữ,19–30,Tăng cân,1.375,1512.5
Threonine,mg,Nữ,19–30,Tăng cân,1.55,1705.0
Threonine,mg,Nữ,19–30,Tăng cân,1.725,1897.5
Threonine,mg,Nữ,19–30,Tăng cân,1.9,2090.0
Threonine,mg,Nữ,31–50,Giảm cân,1.2,1080.0
Threonine,mg,Nữ,31–50,Giảm cân,1.375,1237.5
Threonine,mg,Nữ,31–50,Giảm cân,1.55,1395.0
Threonine,mg,Nữ,31–50,Giảm cân,1.725,1552.5
Threonine,mg,Nữ,31–50,Giảm cân,1.9,1710.0
Threonine,mg,Nữ,31–50,Giữ cân,1.2,1200.0
Threonine,mg,Nữ,31–50,Giữ cân,1.375,1375.0
Threonine,mg,Nữ,31–50,Giữ cân,1.55,1550.0
Threonine,mg,Nữ,31–50,Giữ cân,1.725,1725.0
Threonine,mg,Nữ,31–50,Giữ cân,1.9,1900.0
Threonine,mg,Nữ,31–50,Tăng cân,1.2,1320.0
Threonine,mg,Nữ,31–50,Tăng cân,1.375,1512.5
Threonine,mg,Nữ,31–50,Tăng cân,1.55,1705.0
Threonine,mg,Nữ,31–50,Tăng cân,1.725,1897.5
Threonine,mg,Nữ,31–50,Tăng cân,1.9,2090.0
Threonine,mg,Nữ,51+,Giảm cân,1.2,1080.0
Threonine,mg,Nữ,51+,Giảm cân,1.375,1237.5
Threonine,mg,Nữ,51+,Giảm cân,1.55,1395.0
Threonine,mg,Nữ,51+,Giảm cân,1.725,1552.5
Threonine,mg,Nữ,51+,Giảm cân,1.9,1710.0
Threonine,mg,Nữ,51+,Giữ cân,1.2,1200.0
Threonine,mg,Nữ,51+,Giữ cân,1.375,1375.0
Threonine,mg,Nữ,51+,Giữ cân,1.55,1550.0
Threonine,mg,Nữ,51+,Giữ cân,1.725,1725.0
Threonine,mg,Nữ,51+,Giữ cân,1.9,1900.0
Threonine,mg,Nữ,51+,Tăng cân,1.2,1320.0
Threonine,mg,Nữ,51+,Tăng cân,1.375,1512.5
Threonine,mg,Nữ,51+,Tăng cân,1.55,1705.0
Threonine,mg,Nữ,51+,Tăng cân,1.725,1897.5
Threonine,mg,Nữ,51+,Tăng cân,1.9,2090.0
Tryptophan,mg,Nam,19–30,Giảm cân,1.2,270.0
Tryptophan,mg,Nam,19–30,Giảm cân,1.375,309.38
Tryptophan,mg,Nam,19–30,Giảm cân,1.55,348.75
Tryptophan,mg,Nam,19–30,Giảm cân,1.725,388.12
Tryptophan,mg,Nam,19–30,Giảm cân,1.9,427.5
Tryptophan,mg,Nam,19–30,Giữ cân,1.2,300.0
Tryptophan,mg,Nam,19–30,Giữ cân,1.375,343.75
Tryptophan,mg,Nam,19–30,Giữ cân,1.55,387.5
Tryptophan,mg,Nam,19–30,Giữ cân,1.725,431.25
Tryptophan,mg,Nam,19–30,Giữ cân,1.9,475.0
Tryptophan,mg,Nam,19–30,Tăng cân,1.2,330.0
Tryptophan,mg,Nam,19–30,Tăng cân,1.375,378.12
Tryptophan,mg,Nam,19–30,Tăng cân,1.55,426.25
Tryptophan,mg,Nam,19–30,Tăng cân,1.725,474.38
Tryptophan,mg,Nam,19–30,Tăng cân,1.9,522.5
Tryptophan,mg,Nam,31–50,Giảm cân,1.2,270.0
Tryptophan,mg,Nam,31–50,Giảm cân,1.375,309.38
Tryptophan,mg,Nam,31–50,Giảm cân,1.55,348.75
Tryptophan,mg,Nam,31–50,Giảm cân,1.725,388.12
Tryptophan,mg,Nam,31–50,Giảm cân,1.9,427.5
Tryptophan,mg,Nam,31–50,Giữ cân,1.2,300.0
Tryptophan,mg,Nam,31–50,Giữ cân,1.375,343.75
Tryptophan,mg,Nam,31–50,Giữ cân,1.55,387.5
Tryptophan,mg,Nam,31–50,Giữ cân,1.725,431.25
Tryptophan,mg,Nam,31–50,Giữ cân,1.9,475.0
Tryptophan,mg,Nam,31–50,Tăng cân,1.2,330.0
Tryptophan,mg,Nam,31–50,Tăng cân,1.375,378.12
Tryptophan,mg,Nam,31–50,Tăng cân,1.55,426.25
Tryptophan,mg,Nam,31–50,Tăng cân,1.725,474.38
Tryptophan,mg,Nam,31–50,Tăng cân,1.9,522.5
Tryptophan,mg,Nam,51+,Giảm cân,1.2,270.0
Tryptophan,mg,Nam,51+,Giảm cân,1.375,309.38
Tryptophan,mg,Nam,51+,Giảm cân,1.55,348.75
Tryptophan,mg,Nam,51+,Giảm cân,1.725,388.12
Tryptophan,mg,Nam,51+,Giảm cân,1.9,427.5
Tryptophan,mg,Nam,51+,Giữ cân,1.2,300.0
Tryptophan,mg,Nam,51+,Giữ cân,1.375,343.75
Tryptophan,mg,Nam,51+,Giữ cân,1.55,387.5
Tryptophan,mg,Nam,51+,Giữ cân,1.725,431.25
Tryptophan,mg,Nam,51+,Giữ cân,1.9,475.0
Tryptophan,mg,Nam,51+,Tăng cân,1.2,330.0
Tryptophan,mg,Nam,51+,Tăng cân,1.375,378.12
Tryptophan,mg,Nam,51+,Tăng cân,1.55,426.25
Tryptophan,mg,Nam,51+,Tăng cân,1.725,474.38
Tryptophan,mg,Nam,51+,Tăng cân,1.9,522.5
Tryptophan,mg,Nữ,19–30,Giảm cân,1.2,270.0
Tryptophan,mg,Nữ,19–30,Giảm cân,1.375,309.38
Tryptophan,mg,Nữ,19–30,Giảm cân,1.55,348.75
Tryptophan,mg,Nữ,19–30,Giảm cân,1.725,388.12
Tryptophan,mg,Nữ,19–30,Giảm cân,1.9,427.5
Tryptophan,mg,Nữ,19–30,Giữ cân,1.2,300.0
Tryptophan,mg,Nữ,19–30,Giữ cân,1.375,343.75
Tryptophan,mg,Nữ,19–30,Giữ cân,1.55,387.5
Tryptophan,mg,Nữ,19–30,Giữ cân,1.725,431.25
Tryptophan,mg,Nữ,19–30,Giữ cân,1.9,475.0
Tryptophan,mg,Nữ,19–30,Tăng cân,1.2,330.0
Tryptophan,mg,Nữ,19–30,Tăng cân,1.375,378.12
Tryptophan,mg,Nữ,19–30,Tăng cân,1.55,426.25
Tryptophan,mg,Nữ,19–30,Tăng cân,1.725,474.38
Tryptophan,mg,Nữ,19–30,Tăng cân,1.9,522.5
Tryptophan,mg,Nữ,31–50,Giảm cân,1.2,270.0
Tryptophan,mg,Nữ,31–50,Giảm cân,1.375,309.38
Tryptophan,mg,Nữ,31–50,Giảm cân,1.55,348.75
Tryptophan,mg,Nữ,31–50,Giảm cân,1.725,388.12
Tryptophan,mg,Nữ,31–50,Giảm cân,1.9,427.5
Tryptophan,mg,Nữ,31–50,Giữ cân,1.2,300.0
Tryptophan,mg,Nữ,31–50,Giữ cân,1.375,343.75
Tryptophan,mg,Nữ,31–50,Giữ cân,1.55,387.5
Tryptophan,mg,Nữ,31–50,Giữ cân,1.725,431.25
Tryptophan,mg,Nữ,31–50,Giữ cân,1.9,475.0
Tryptophan,mg,Nữ,31–50,Tăng cân,1.2,330.0
Tryptophan,mg,Nữ,31–50,Tăng cân,1.375,378.12
Tryptophan,mg,Nữ,31–50,Tăng cân,1.55,426.25
Tryptophan,mg,Nữ,31–50,Tăng cân,1.725,474.38
Tryptophan,mg,Nữ,31–50,Tăng cân,1.9,522.5
Tryptophan,mg,Nữ,51+,Giảm cân,1.2,270.0
Tryptophan,mg,Nữ,51+,Giảm cân,1.375,309.38
Tryptophan,mg,Nữ,51+,Giảm cân,1.55,348.75
Tryptophan,mg,Nữ,51+,Giảm cân,1.725,388.12
Tryptophan,mg,Nữ,51+,Giảm cân,1.9,427.5
Tryptophan,mg,Nữ,51+,Giữ cân,1.2,300.0
Tryptophan,mg,Nữ,51+,Giữ cân,1.375,343.75
Tryptophan,mg,Nữ,51+,Giữ cân,1.55,387.5
Tryptophan,mg,Nữ,51+,Giữ cân,1.725,431.25
Tryptophan,mg,Nữ,51+,Giữ cân,1.9,475.0
Tryptophan,mg,Nữ,51+,Tăng cân,1.2,330.0
Tryptophan,mg,Nữ,51+,Tăng cân,1.375,378.12
Tryptophan,mg,Nữ,51+,Tăng cân,1.55,426.25
Tryptophan,mg,Nữ,51+,Tăng cân,1.725,474.38
Tryptophan,mg,Nữ,51+,Tăng cân,1.9,522.5
Valine,mg,Nam,19–30,Giảm cân,1.2,1080.0
Valine,mg,Nam,19–30,Giảm cân,1.375,1237.5
Valine,mg,Nam,19–30,Giảm cân,1.55,1395.0
Valine,mg,Nam,19–30,Giảm cân,1.725,1552.5
Valine,mg,Nam,19–30,Giảm cân,1.9,1710.0
Valine,mg,Nam,19–30,Giữ cân,1.2,1200.0
Valine,mg,Nam,19–30,Giữ cân,1.375,1375.0
Valine,mg,Nam,19–30,Giữ cân,1.55,1550.0
Valine,mg,Nam,19–30,Giữ cân,1.725,1725.0
Valine,mg,Nam,19–30,Giữ cân,1.9,1900.0
Valine,mg,Nam,19–30,Tăng cân,1.2,1320.0
Valine,mg,Nam,19–30,Tăng cân,1.375,1512.5
Valine,mg,Nam,19–30,Tăng cân,1.55,1705.0
Valine,mg,Nam,19–30,Tăng cân,1.725,1897.5
Valine,mg,Nam,19–30,Tăng cân,1.9,2090.0
Valine,mg,Nam,31–50,Giảm cân,1.2,1080.0
Valine,mg,Nam,31–50,Giảm cân,1.375,1237.5
Valine,mg,Nam,31–50,Giảm cân,1.55,1395.0
Valine,mg,Nam,31–50,Giảm cân,1.725,1552.5
Valine,mg,Nam,31–50,Giảm cân,1.9,1710.0
Valine,mg,Nam,31–50,Giữ cân,1.2,1200.0
Valine,mg,Nam,31–50,Giữ cân,1.375,1375.0
Valine,mg,Nam,31–50,Giữ cân,1.55,1550.0
Valine,mg,Nam,31–50,Giữ cân,1.725,1725.0
Valine,mg,Nam,31–50,Giữ cân,1.9,1900.0
Valine,mg,Nam,31–50,Tăng cân,1.2,1320.0
Valine,mg,Nam,31–50,Tăng cân,1.375,1512.5
Valine,mg,Nam,31–50,Tăng cân,1.55,1705.0
Valine,mg,Nam,31–50,Tăng cân,1.725,1897.5
Valine,mg,Nam,31–50,Tăng cân,1.9,2090.0
Valine,mg,Nam,51+,Giảm cân,1.2,1080.0
Valine,mg,Nam,51+,Giảm cân,1.375,1237.5
Valine,mg,Nam,51+,Giảm cân,1.55,1395.0
Valine,mg,Nam,51+,Giảm cân,1.725,1552.5
Valine,mg,Nam,51+,Giảm cân,1.9,1710.0
Valine,mg,Nam,51+,Giữ cân,1.2,1200.0
Valine,mg,Nam,51+,Giữ cân,1.375,1375.0
Valine,mg,Nam,51+,Giữ cân,1.55,1550.0
Valine,mg,Nam,51+,Giữ cân,1.725,1725.0
Valine,mg,Nam,51+,Giữ cân,1.9,1900.0
Valine,mg,Nam,51+,Tăng cân,1.2,1320.0
Valine,mg,Nam,51+,Tăng cân,1.375,1512.5
Valine,mg,Nam,51+,Tăng cân,1.55,1705.0
Valine,mg,Nam,51+,Tăng cân,1.725,1897.5
Valine,mg,Nam,51+,Tăng cân,1.9,2090.0
Valine,mg,Nữ,19–30,Giảm cân,1.2,1080.0
Valine,mg,Nữ,19–30,Giảm cân,1.375,1237.5
Valine,mg,Nữ,19–30,Giảm cân,1.55,1395.0
Valine,mg,Nữ,19–30,Giảm cân,1.725,1552.5
Valine,mg,Nữ,19–30,Giảm cân,1.9,1710.0
Valine,mg,Nữ,19–30,Giữ cân,1.2,1200.0
Valine,mg,Nữ,19–30,Giữ cân,1.375,1375.0
Valine,mg,Nữ,19–30,Giữ cân,1.55,1550.0
Valine,mg,Nữ,19–30,Giữ cân,1.725,1725.0
Valine,mg,Nữ,19–30,Giữ cân,1.9,1900.0
Valine,mg,Nữ,19–30,Tăng cân,1.2,1320.0
Valine,mg,Nữ,19–30,Tăng cân,1.375,1512.5
Valine,mg,Nữ,19–30,Tăng cân,1.55,1705.0
Valine,mg,Nữ,19–30,Tăng cân,1.725,1897.5
Valine,mg,Nữ,19–30,Tăng cân,1.9,2090.0
Valine,mg,Nữ,31–50,Giảm cân,1.2,1080.0
Valine,mg,Nữ,31–50,Giảm cân,1.375,1237.5
Valine,mg,Nữ,31–50,Giảm cân,1.55,1395.0
Valine,mg,Nữ,31–50,Giảm cân,1.725,1552.5
Valine,mg,Nữ,31–50,Giảm cân,1.9,1710.0
Valine,mg,Nữ,31–50,Giữ cân,1.2,1200.0
Valine,mg,Nữ,31–50,Giữ cân,1.375,1375.0
Valine,mg,Nữ,31–50,Giữ cân,1.55,1550.0
Valine,mg,Nữ,31–50,Giữ cân,1.725,1725.0
Valine,mg,Nữ,31–50,Giữ cân,1.9,1900.0
Valine,mg,Nữ,31–50,Tăng cân,1.2,1320.0
Valine,mg,Nữ,31–50,Tăng cân,1.375,1512.5
Valine,mg,Nữ,31–50,Tăng cân,1.55,1705.0
Valine,mg,Nữ,31–50,Tăng cân,1.725,1897.5
Valine,mg,Nữ,31–50,Tăng cân,1.9,2090.0
Valine,mg,Nữ,51+,Giảm cân,1.2,1080.0
Valine,mg,Nữ,51+,Giảm cân,1.375,1237.5
Valine,mg,Nữ,51+,Giảm cân,1.55,1395.0
Valine,mg,Nữ,51+,Giảm cân,1.725,1552.5
Valine,mg,Nữ,51+,Giảm cân,1.9,1710.0
Valine,mg,Nữ,51+,Giữ cân,1.2,1200.0
Valine,mg,Nữ,51+,Giữ cân,1.375,1375.0
Valine,mg,Nữ,51+,Giữ cân,1.55,1550.0
Valine,mg,Nữ,51+,Giữ cân,1.725,1725.0
Valine,mg,Nữ,51+,Giữ cân,1.9,1900.0
Valine,mg,Nữ,51+,Tăng cân,1.2,1320.0
Valine,mg,Nữ,51+,Tăng cân,1.375,1512.5
Valine,mg,Nữ,51+,Tăng cân,1.55,1705.0
Valine,mg,Nữ,51+,Tăng cân,1.725,1897.5
Valine,mg,Nữ,51+,Tăng cân,1.9,2090.0
Omega-3,mg,Nam,19–30,Giảm cân,1.2,1728.0
Omega-3,mg,Nam,19–30,Giảm cân,1.375,1980.0
Omega-3,mg,Nam,19–30,Giảm cân,1.55,2232.0
Omega-3,mg,Nam,19–30,Giảm cân,1.725,2484.0
Omega-3,mg,Nam,19–30,Giảm cân,1.9,2736.0
Omega-3,mg,Nam,19–30,Giữ cân,1.2,1920.0
Omega-3,mg,Nam,19–30,Giữ cân,1.375,2200.0
Omega-3,mg,Nam,19–30,Giữ cân,1.55,2480.0
Omega-3,mg,Nam,19–30,Giữ cân,1.725,2760.0
Omega-3,mg,Nam,19–30,Giữ cân,1.9,3040.0
Omega-3,mg,Nam,19–30,Tăng cân,1.2,2112.0
Omega-3,mg,Nam,19–30,Tăng cân,1.375,2420.0
Omega-3,mg,Nam,19–30,Tăng cân,1.55,2728.0
Omega-3,mg,Nam,19–30,Tăng cân,1.725,3036.0
Omega-3,mg,Nam,19–30,Tăng cân,1.9,3344.0
Omega-3,mg,Nam,31–50,Giảm cân,1.2,1728.0
Omega-3,mg,Nam,31–50,Giảm cân,1.375,1980.0
Omega-3,mg,Nam,31–50,Giảm cân,1.55,2232.0
Omega-3,mg,Nam,31–50,Giảm cân,1.725,2484.0
Omega-3,mg,Nam,31–50,Giảm cân,1.9,2736.0
Omega-3,mg,Nam,31–50,Giữ cân,1.2,1920.0
Omega-3,mg,Nam,31–50,Giữ cân,1.375,2200.0
Omega-3,mg,Nam,31–50,Giữ cân,1.55,2480.0
Omega-3,mg,Nam,31–50,Giữ cân,1.725,2760.0
Omega-3,mg,Nam,31–50,Giữ cân,1.9,3040.0
Omega-3,mg,Nam,31–50,Tăng cân,1.2,2112.0
Omega-3,mg,Nam,31–50,Tăng cân,1.375,2420.0
Omega-3,mg,Nam,31–50,Tăng cân,1.55,2728.0
Omega-3,mg,Nam,31–50,Tăng cân,1.725,3036.0
Omega-3,mg,Nam,31–50,Tăng cân,1.9,3344.0
Omega-3,mg,Nam,51+,Giảm cân,1.2,1728.0
Omega-3,mg,Nam,51+,Giảm cân,1.375,1980.0
Omega-3,mg,Nam,51+,Giảm cân,1.55,2232.0
Omega-3,mg,Nam,51+,Giảm cân,1.725,2484.0
Omega-3,mg,Nam,51+,Giảm cân,1.9,2736.0
Omega-3,mg,Nam,51+,Giữ cân,1.2,1920.0
Omega-3,mg,Nam,51+,Giữ cân,1.375,2200.0
Omega-3,mg,Nam,51+,Giữ cân,1.55,2480.0
Omega-3,mg,Nam,51+,Giữ cân,1.725,2760.0
Omega-3,mg,Nam,51+,Giữ cân,1.9,3040.0
Omega-3,mg,Nam,51+,Tăng cân,1.2,2112.0
Omega-3,mg,Nam,51+,Tăng cân,1.375,2420.0
Omega-3,mg,Nam,51+,Tăng cân,1.55,2728.0
Omega-3,mg,Nam,51+,Tăng cân,1.725,3036.0
Omega-3,mg,Nam,51+,Tăng cân,1.9,3344.0
Omega-3,mg,Nữ,19–30,Giảm cân,1.2,1188.0
Omega-3,mg,Nữ,19–30,Giảm cân,1.375,1361.25
Omega-3,mg,Nữ,19–30,Giảm cân,1.55,1534.5
